,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
3374,0.0,data0,Difficulties in daily life,E08000003,Manchester,95.51565,96.0302,94.283,91.14831,89.4835,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-6.032149999999987,-1.6648099999999886
3388,0.0,data0,Difficulties in daily life,E08000004,Oldham,97.56107,94.47689,101.3625,91.40149,84.66089,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-12.900180000000006,-6.740600000000001
3402,0.0,data0,Difficulties in daily life,E08000005,Rochdale,81.85975,87.33865,90.61932,91.03665,88.59675,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,6.736999999999995,-2.4398999999999944
3416,0.0,data0,Difficulties in daily life,E08000006,Salford,90.36546,92.2842,89.75152,88.45442,95.61667,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,5.25121,7.16225
3430,0.0,data0,Difficulties in daily life,E08000007,Stockport,101.4792,99.28682,97.89031,102.4918,98.07576,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-3.4034400000000034,-4.416039999999995
3444,0.0,data0,Difficulties in daily life,E08000008,Tameside,84.87875,79.62556,85.34891,91.39324,82.07732,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-2.8014299999999963,-9.315920000000006
3458,0.0,data0,Difficulties in daily life,E08000009,Trafford,104.6778,101.7498,101.0686,103.4121,102.3374,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-2.3404000000000025,-1.0746999999999929
3472,0.0,data0,Difficulties in daily life,E08000010,Wigan,95.0966,90.51793,88.08823,90.48305,91.40871,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-3.687889999999996,0.9256599999999935
3486,0.0,data0,Difficulties in daily life,E08000011,Knowsley,86.99596,80.54202,82.83215,88.48125,92.75503,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,5.759070000000008,4.273780000000002
3500,0.0,data0,Difficulties in daily life,E08000012,Liverpool,88.91641,91.60056,85.59738,89.83682,85.14464,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-3.7717700000000036,-4.692180000000008
3514,0.0,data0,Difficulties in daily life,E08000013,St. Helens,83.84905,87.83793,89.81291,89.07373,96.76019,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,12.911139999999989,7.686459999999997
