,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
3362,2.0,data2,Mortality,E08000002,Bury,92.7045,91.67707,93.17773,94.71891,96.39384,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,3.6893400000000014,1.6749300000000034
3376,2.0,data2,Mortality,E08000003,Manchester,75.3268,72.31318,72.74842,75.0866,78.04093,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,2.7141299999999973,2.954329999999999
3390,2.0,data2,Mortality,E08000004,Oldham,85.12576,82.57331,84.38686,85.69911,85.36416,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.2383999999999986,-0.3349500000000063
3404,2.0,data2,Mortality,E08000005,Rochdale,85.33269,85.24218,84.88065,85.26484,85.4841,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.1514099999999985,0.21925999999999135
3418,2.0,data2,Mortality,E08000006,Salford,84.5521,84.05398,84.76442,85.19598,87.05659,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,2.504490000000004,1.860609999999994
3432,2.0,data2,Mortality,E08000007,Stockport,99.83701,99.65822,99.48438,100.911,99.9895,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.15249000000000024,-0.9214999999999947
3446,2.0,data2,Mortality,E08000008,Tameside,87.81093,88.79844,88.02165,88.2809,88.16137,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.3504400000000061,-0.11952999999999747
3460,2.0,data2,Mortality,E08000009,Trafford,102.6267,104.3694,102.7189,102.9645,104.2115,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,1.5848000000000013,1.2469999999999999
3474,2.0,data2,Mortality,E08000010,Wigan,90.59313,91.35119,90.22142,92.35699,91.49224,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.8991099999999932,-0.8647500000000008
3488,2.0,data2,Mortality,E08000011,Knowsley,84.79244,84.8528,84.43621,84.78941,84.21662,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-0.5758199999999931,-0.5727899999999977
3502,2.0,data2,Mortality,E08000012,Liverpool,82.46062,80.8372,79.18391,78.46831,81.29308,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-1.1675400000000025,2.824770000000001
3516,2.0,data2,Mortality,E08000013,St. Helens,91.4235,90.58435,90.31484,91.18105,91.31556,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-0.10793999999999926,0.1345100000000059
3530,2.0,data2,Mortality,E08000014,Sefton,93.2964,94.3162,96.31981,96.29143,96.70422,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,3.407820000000001,0.4127900000000011
3544,2.0,data2,Mortality,E08000015,Wirral,94.57964,92.63785,91.64628,91.60312,95.30838,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.7287400000000019,3.7052599999999956
3558,2.0,data2,Mortality,E08000016,Barnsley,93.0841,96.15982,97.22884,95.90026,94.56669,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,1.4825899999999876,-1.3335700000000088
3572,2.0,data2,Mortality,E08000017,Doncaster,89.34189,89.95709,91.42138,92.42755,93.9213,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,4.579409999999996,1.4937500000000057
3586,2.0,data2,Mortality,E08000018,Rotherham,91.04543,93.49001,93.53565,93.61019,92.0156,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,0.9701700000000102,-1.5945899999999966
3600,2.0,data2,Mortality,E08000019,Sheffield,95.57989,95.99383,96.59082,97.62989,98.65447,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,3.0745799999999974,1.0245800000000003
